date,dc_id,sku,on_hand,reserved_ka,in_transit,oldest_batch_date
2026-07-06,CD-PR,P2,5550,2166,19800,2026-06-23
2026-07-06,CD-PR,P3,1292,551,5100,2026-06-19
2026-07-06,CD-PR,P4,15,846,11400,2026-06-12
2026-07-06,CD-PR,P5,1075,319,3500,2026-06-23
2026-07-06,CD-GO,P1,10367,2722,22400,2026-06-21
2026-07-06,CD-GO,P2,7756,1663,13050,2026-06-21
2026-07-06,CD-GO,P3,344,423,5100,2026-06-13
2026-07-06,CD-GO,P4,18,650,8700,2026-06-13
2026-07-06,CD-GO,P5,1548,245,2000,2026-06-27
2026-07-06,CD-PE,P1,17300,3764,32200,2026-06-18
2026-07-06,CD-PE,P2,12912,2299,22950,2026-06-18
2026-07-06,CD-PE,P3,946,585,8100,2026-06-21
2026-07-06,CD-PE,P4,15,898,15000,2026-06-15
2026-07-06,CD-PE,P5,1822,339,3500,2026-06-21
2026-07-07,CD-SP,P1,55,7446,67900,2026-06-28
2026-07-07,CD-SP,P2,5678,4548,30600,2026-06-28
2026-07-07,CD-SP,P3,5,1156,11700,2026-06-18
2026-07-07,CD-SP,P4,6,1777,17700,2026-06-18
2026-07-07,CD-SP,P5,48,670,7500,2026-06-21
2026-07-07,CD-PR,P1,3399,3547,36400,2026-06-23
2026-07-07,CD-PR,P2,3122,2166,19800,2026-06-23
2026-07-07,CD-PR,P3,551,551,5100,2026-06-19
2026-07-07,CD-PR,P4,15,846,11400,2026-06-12
2026-07-07,CD-PR,P5,914,319,3500,2026-06-23
2026-07-07,CD-GO,P1,9254,2723,22400,2026-06-21
2026-07-07,CD-GO,P2,6098,1663,13050,2026-06-21
2026-07-07,CD-GO,P3,14,423,5100,2026-06-13
2026-07-07,CD-GO,P4,6,650,8700,2026-06-13
2026-07-07,CD-GO,P5,863,245,2000,2026-06-27
2026-07-07,CD-PE,P1,9299,3766,32200,2026-06-18
2026-07-07,CD-PE,P2,11614,2300,22950,2026-06-18
2026-07-07,CD-PE,P3,547,585,8100,2026-06-21
2026-07-07,CD-PE,P4,15,899,15000,2026-06-15
2026-07-07,CD-PE,P5,661,339,3500,2026-06-21
2026-07-08,CD-SP,P1,13,7446,67900,2026-06-28
2026-07-08,CD-SP,P2,3380,4548,30600,2026-06-28
2026-07-08,CD-SP,P3,5,1156,11700,2026-06-18
2026-07-08,CD-SP,P4,6,1777,17700,2026-06-18
2026-07-08,CD-SP,P5,12,670,7500,2026-06-21
2026-07-08,CD-PR,P1,811,3547,36400,2026-06-23
2026-07-08,CD-PR,P2,1872,2166,19800,2026-06-23
2026-07-08,CD-PR,P3,14,551,5100,2026-06-19
2026-07-08,CD-PR,P4,15,846,11400,2026-06-12
2026-07-08,CD-PR,P5,396,319,3500,2026-06-23
2026-07-08,CD-GO,P1,3342,2724,22400,2026-06-21
2026-07-08,CD-GO,P2,5896,1664,13050,2026-06-21
2026-07-08,CD-GO,P3,2,423,5100,2026-06-13
2026-07-08,CD-GO,P4,0,650,8700,2026-06-13
2026-07-08,CD-GO,P5,59,245,2000,2026-06-27
2026-07-08,CD-PE,P1,3006,3768,32200,2026-06-18
2026-07-08,CD-PE,P2,10376,2301,22950,2026-06-18
2026-07-08,CD-PE,P3,22,585,8100,2026-06-21
2026-07-08,CD-PE,P4,3,899,15000,2026-06-15
2026-07-08,CD-PE,P5,637,339,3500,2026-06-21
2026-07-09,CD-SP,P1,66761,7446,0,2026-07-09
2026-07-09,CD-SP,P2,33772,4548,0,2026-07-09
2026-07-09,CD-SP,P3,9641,1156,0,2026-07-09
2026-07-09,CD-SP,P4,6684,1777,0,2026-07-09
2026-07-09,CD-SP,P5,12,670,7500,2026-06-21
2026-07-09,CD-PR,P1,33,3547,36400,2026-06-23
2026-07-09,CD-PR,P2,640,2167,19800,2026-06-23
2026-07-09,CD-PR,P3,14,551,5100,2026-06-19
2026-07-09,CD-PR,P4,15,847,11400,2026-06-12
2026-07-09,CD-PR,P5,241,319,3500,2026-06-23
2026-07-09,CD-GO,P1,2184,2724,22400,2026-06-21
2026-07-09,CD-GO,P2,4250,1664,13050,2026-06-21
2026-07-09,CD-GO,P3,2,423,5100,2026-06-13
2026-07-09,CD-GO,P4,0,650,8700,2026-06-13
2026-07-09,CD-GO,P5,35,245,2000,2026-06-27
2026-07-09,CD-PE,P1,33348,3769,0,2026-07-09
2026-07-09,CD-PE,P2,31970,2302,0,2026-07-09
2026-07-09,CD-PE,P3,22,585,8100,2026-06-21
2026-07-09,CD-PE,P4,3,899,15000,2026-06-15
2026-07-09,CD-PE,P5,3994,339,0,2026-07-09
2026-07-10,CD-SP,P1,63956,7821,0,2026-07-09
2026-07-10,CD-SP,P2,31966,4777,0,2026-07-09
2026-07-10,CD-SP,P3,8345,1215,0,2026-07-09
2026-07-10,CD-SP,P4,5625,1866,0,2026-07-09
2026-07-10,CD-SP,P5,12,704,7500,2026-06-21
2026-07-10,CD-PR,P1,35293,3548,0,2026-07-10
2026-07-10,CD-PR,P2,19238,2167,0,2026-07-10
2026-07-10,CD-PR,P3,4991,551,0,2026-07-10
2026-07-10,CD-PR,P4,10530,847,0,2026-07-10
2026-07-10,CD-PR,P5,229,319,3500,2026-06-23
2026-07-10,CD-GO,P1,1937,2725,22400,2026-06-21
2026-07-10,CD-GO,P2,4054,1664,13050,2026-06-21
2026-07-10,CD-GO,P3,2,423,5100,2026-06-13
2026-07-10,CD-GO,P4,0,650,8700,2026-06-13
2026-07-10,CD-GO,P5,23,245,2000,2026-06-27
2026-07-10,CD-PE,P1,31472,3771,0,2026-07-09
2026-07-10,CD-PE,P2,30756,2303,0,2026-07-09
2026-07-10,CD-PE,P3,4,586,8100,2026-06-21
2026-07-10,CD-PE,P4,3,900,15000,2026-06-15
2026-07-10,CD-PE,P5,3315,339,0,2026-07-09
2026-07-11,CD-SP,P1,63956,7821,0,2026-07-09
2026-07-11,CD-SP,P2,31966,4777,0,2026-07-09
2026-07-11,CD-SP,P3,8345,1215,0,2026-07-09
2026-07-11,CD-SP,P4,5475,1866,0,2026-07-09
2026-07-11,CD-SP,P5,12,704,7500,2026-06-21
2026-07-11,CD-PR,P1,35293,3548,0,2026-07-10
2026-07-11,CD-PR,P2,19238,2167,0,2026-07-10
2026-07-11,CD-PR,P3,4991,551,0,2026-07-10
2026-07-11,CD-PR,P4,10506,847,0,2026-07-10
2026-07-11,CD-PR,P5,229,319,3500,2026-06-23
2026-07-11,CD-GO,P1,23637,2725,0,2026-07-11
2026-07-11,CD-GO,P2,17104,1665,0,2026-07-11
2026-07-11,CD-GO,P3,5102,423,0,2026-07-11
2026-07-11,CD-GO,P4,8700,650,0,2026-07-11
2026-07-11,CD-GO,P5,23,245,2000,2026-06-27
2026-07-11,CD-PE,P1,31472,3772,0,2026-07-09
2026-07-11,CD-PE,P2,30756,2304,0,2026-07-09
2026-07-11,CD-PE,P3,4,586,8100,2026-06-21
2026-07-11,CD-PE,P4,3,900,15000,2026-06-15
2026-07-11,CD-PE,P5,3315,339,0,2026-07-09
2026-07-12,CD-SP,P1,63956,7821,0,2026-07-09
2026-07-12,CD-SP,P2,31966,4777,0,2026-07-09
2026-07-12,CD-SP,P3,8345,1215,0,2026-07-09
2026-07-12,CD-SP,P4,5475,1866,0,2026-07-09
2026-07-12,CD-SP,P5,7512,704,0,2026-07-12
2026-07-12,CD-PR,P1,35293,3548,0,2026-07-10
2026-07-12,CD-PR,P2,19238,2167,0,2026-07-10
2026-07-12,CD-PR,P3,4991,551,0,2026-07-10
2026-07-12,CD-PR,P4,10506,847,0,2026-07-10
2026-07-12,CD-PR,P5,229,319,3500,2026-06-23
2026-07-12,CD-GO,P1,23637,2725,0,2026-07-11
2026-07-12,CD-GO,P2,17104,1665,0,2026-07-11
2026-07-12,CD-GO,P3,5102,423,0,2026-07-11
2026-07-12,CD-GO,P4,8700,650,0,2026-07-11
2026-07-12,CD-GO,P5,2023,245,0,2026-07-12
2026-07-12,CD-PE,P1,31472,3772,0,2026-07-09
2026-07-12,CD-PE,P2,30756,2304,0,2026-07-09
2026-07-12,CD-PE,P3,4,586,8100,2026-06-21
2026-07-12,CD-PE,P4,3,900,15000,2026-06-15
2026-07-12,CD-PE,P5,3315,339,0,2026-07-09
2026-07-13,CD-SP,P1,60156,7821,10500,2026-07-09
2026-07-13,CD-SP,P2,30170,4777,14850,2026-07-09
2026-07-13,CD-SP,P3,7904,1215,4200,2026-07-09
2026-07-13,CD-SP,P4,3762,1866,13200,2026-07-09
2026-07-13,CD-SP,P5,5678,704,0,2026-07-12
2026-07-13,CD-PR,P1,31975,3548,9800,2026-07-10
2026-07-13,CD-PR,P2,17954,2167,9000,2026-07-10
2026-07-13,CD-PR,P3,4574,551,2400,2026-07-10
2026-07-13,CD-PR,P4,9807,847,0,2026-07-10
2026-07-13,CD-PR,P5,74,319,4500,2026-06-23
2026-07-13,CD-GO,P1,22636,2725,11200,2026-07-11
2026-07-13,CD-GO,P2,16222,1665,4500,2026-07-11
2026-07-13,CD-GO,P3,4709,423,0,2026-07-11
2026-07-13,CD-GO,P4,8601,650,0,2026-07-11
2026-07-13,CD-GO,P5,1868,245,1500,2026-07-12
2026-07-13,CD-PE,P1,28673,3772,28700,2026-07-09
2026-07-13,CD-PE,P2,29500,2304,6750,2026-07-09
2026-07-13,CD-PE,P3,7675,586,0,2026-07-13
2026-07-13,CD-PE,P4,14898,900,0,2026-07-13
2026-07-13,CD-PE,P5,2636,339,3000,2026-07-09
2026-07-14,CD-SP,P1,53049,7821,10500,2026-07-09
2026-07-14,CD-SP,P2,25926,4777,14850,2026-07-09
2026-07-14,CD-SP,P3,7319,1215,4200,2026-07-09
2026-07-14,CD-SP,P4,2541,1866,13200,2026-07-09
2026-07-14,CD-SP,P5,5017,704,0,2026-07-12
2026-07-14,CD-PR,P1,30829,3548,9800,2026-07-10
2026-07-14,CD-PR,P2,16644,2167,9000,2026-07-10
2026-07-14,CD-PR,P3,4157,551,2400,2026-07-10
2026-07-14,CD-PR,P4,9315,847,0,2026-07-10
2026-07-14,CD-PR,P5,3556,319,1000,2026-07-14
2026-07-14,CD-GO,P1,19716,2726,11200,2026-07-11
2026-07-14,CD-GO,P2,15096,1665,4500,2026-07-11
2026-07-14,CD-GO,P3,4280,423,0,2026-07-11
2026-07-14,CD-GO,P4,8127,650,0,2026-07-11
2026-07-14,CD-GO,P5,1850,245,1500,2026-07-12
2026-07-14,CD-PE,P1,26109,3774,28700,2026-07-09
2026-07-14,CD-PE,P2,27706,2305,6750,2026-07-09
2026-07-14,CD-PE,P3,6958,586,0,2026-07-13
2026-07-14,CD-PE,P4,14112,901,0,2026-07-13
2026-07-14,CD-PE,P5,2618,339,3000,2026-07-09
2026-07-15,CD-SP,P1,48387,7821,10500,2026-07-09
2026-07-15,CD-SP,P2,22662,4777,14850,2026-07-09
2026-07-15,CD-SP,P3,6086,1215,4200,2026-07-09
2026-07-15,CD-SP,P4,1338,1866,13200,2026-07-09
2026-07-15,CD-SP,P5,4832,704,0,2026-07-12
2026-07-15,CD-PR,P1,28066,3549,9800,2026-07-10
2026-07-15,CD-PR,P2,14944,2168,9000,2026-07-10
2026-07-15,CD-PR,P3,4040,551,2400,2026-07-10
2026-07-15,CD-PR,P4,8511,847,0,2026-07-10
2026-07-15,CD-PR,P5,3377,319,1000,2026-07-14
2026-07-15,CD-GO,P1,19427,2727,11200,2026-07-11
2026-07-15,CD-GO,P2,13196,1665,4500,2026-07-11
2026-07-15,CD-GO,P3,4175,423,0,2026-07-11
2026-07-15,CD-GO,P4,7092,651,0,2026-07-11
2026-07-15,CD-GO,P5,1832,245,1500,2026-07-12
2026-07-15,CD-PE,P1,24034,3775,28700,2026-07-09
2026-07-15,CD-PE,P2,26462,2306,6750,2026-07-09
2026-07-15,CD-PE,P3,6841,586,0,2026-07-13
2026-07-15,CD-PE,P4,13689,901,0,2026-07-13
2026-07-15,CD-PE,P5,2487,340,3000,2026-07-09
2026-07-16,CD-SP,P1,53916,7821,0,2026-07-16
2026-07-16,CD-SP,P2,35048,4777,0,2026-07-16
2026-07-16,CD-SP,P3,9458,1215,0,2026-07-16
2026-07-16,CD-SP,P4,13035,1866,0,2026-07-16
2026-07-16,CD-SP,P5,3659,704,0,2026-07-12
2026-07-16,CD-PR,P1,26178,3549,9800,2026-07-10
2026-07-16,CD-PR,P2,13476,2168,9000,2026-07-10
2026-07-16,CD-PR,P3,3242,551,2400,2026-07-10
2026-07-16,CD-PR,P4,8100,847,0,2026-07-10
2026-07-16,CD-PR,P5,3365,319,1000,2026-07-14
2026-07-16,CD-GO,P1,17575,2727,11200,2026-07-11
2026-07-16,CD-GO,P2,12550,1666,4500,2026-07-11
2026-07-16,CD-GO,P3,4151,424,0,2026-07-11
2026-07-16,CD-GO,P4,7062,651,0,2026-07-11
2026-07-16,CD-GO,P5,1808,245,1500,2026-07-12
2026-07-16,CD-PE,P1,50122,3777,0,2026-07-16
2026-07-16,CD-PE,P2,31992,2307,0,2026-07-16
2026-07-16,CD-PE,P3,6043,587,0,2026-07-13
2026-07-16,CD-PE,P4,13290,901,0,2026-07-13
2026-07-16,CD-PE,P5,4969,340,0,2026-07-16
2026-07-17,CD-SP,P1,49687,7821,0,2026-07-16
2026-07-17,CD-SP,P2,33094,4777,0,2026-07-16
2026-07-17,CD-SP,P3,9023,1215,0,2026-07-16
2026-07-17,CD-SP,P4,12231,1866,0,2026-07-16
2026-07-17,CD-SP,P5,3504,704,0,2026-07-12
2026-07-17,CD-PR,P1,33420,3549,700,2026-07-17
2026-07-17,CD-PR,P2,21386,2168,0,2026-07-17
2026-07-17,CD-PR,P3,5324,551,0,2026-07-17
2026-07-17,CD-PR,P4,8007,847,0,2026-07-10
2026-07-17,CD-PR,P5,2716,319,1000,2026-07-14
2026-07-17,CD-GO,P1,16109,2728,11200,2026-07-11
2026-07-17,CD-GO,P2,12046,1666,4500,2026-07-11
2026-07-17,CD-GO,P3,3377,424,0,2026-07-11
2026-07-17,CD-GO,P4,6888,651,0,2026-07-11
2026-07-17,CD-GO,P5,1671,245,1500,2026-07-12
2026-07-17,CD-PE,P1,48258,3778,0,2026-07-16
2026-07-17,CD-PE,P2,30802,2308,0,2026-07-16
2026-07-17,CD-PE,P3,5938,587,0,2026-07-13
2026-07-17,CD-PE,P4,12810,902,0,2026-07-13
2026-07-17,CD-PE,P5,4969,340,0,2026-07-16
2026-07-18,CD-SP,P1,49687,7821,0,2026-07-16
2026-07-18,CD-SP,P2,33094,4777,0,2026-07-16
2026-07-18,CD-SP,P3,9023,1215,0,2026-07-16
2026-07-18,CD-SP,P4,12231,1866,0,2026-07-16
2026-07-18,CD-SP,P5,3504,704,0,2026-07-12
2026-07-18,CD-PR,P1,33420,3550,700,2026-07-17
2026-07-18,CD-PR,P2,21386,2168,0,2026-07-17
2026-07-18,CD-PR,P3,5324,551,0,2026-07-17
2026-07-18,CD-PR,P4,7707,847,0,2026-07-10
2026-07-18,CD-PR,P5,2716,319,1000,2026-07-14
2026-07-18,CD-GO,P1,27134,2728,0,2026-07-18
2026-07-18,CD-GO,P2,12384,1666,4050,2026-07-18
2026-07-18,CD-GO,P3,3377,424,0,2026-07-11
2026-07-18,CD-GO,P4,6888,651,0,2026-07-11
2026-07-18,CD-GO,P5,1671,245,1500,2026-07-12
2026-07-18,CD-PE,P1,48258,3779,0,2026-07-16
2026-07-18,CD-PE,P2,30802,2308,0,2026-07-16
2026-07-18,CD-PE,P3,5938,587,0,2026-07-13
2026-07-18,CD-PE,P4,12804,902,0,2026-07-13
2026-07-18,CD-PE,P5,4957,340,0,2026-07-16
2026-07-19,CD-SP,P1,49687,7821,0,2026-07-16
2026-07-19,CD-SP,P2,33094,4777,0,2026-07-16
2026-07-19,CD-SP,P3,9023,1215,0,2026-07-16
2026-07-19,CD-SP,P4,12231,1866,0,2026-07-16
2026-07-19,CD-SP,P5,3504,704,0,2026-07-12
2026-07-19,CD-PR,P1,33420,3550,700,2026-07-17
2026-07-19,CD-PR,P2,21386,2168,0,2026-07-17
2026-07-19,CD-PR,P3,5324,551,0,2026-07-17
2026-07-19,CD-PR,P4,7707,847,0,2026-07-10
2026-07-19,CD-PR,P5,2716,319,1000,2026-07-14
2026-07-19,CD-GO,P1,27134,2728,0,2026-07-18
2026-07-19,CD-GO,P2,12384,1666,4050,2026-07-18
2026-07-19,CD-GO,P3,3377,424,0,2026-07-11
2026-07-19,CD-GO,P4,6888,651,0,2026-07-11
2026-07-19,CD-GO,P5,3171,245,0,2026-07-19
2026-07-19,CD-PE,P1,48258,3779,0,2026-07-16
2026-07-19,CD-PE,P2,30802,2308,0,2026-07-16
2026-07-19,CD-PE,P3,5938,587,0,2026-07-13
2026-07-19,CD-PE,P4,12804,902,0,2026-07-13
2026-07-19,CD-PE,P5,4957,340,0,2026-07-16
2026-07-20,CD-SP,P1,43316,7821,25200,2026-07-16
2026-07-20,CD-SP,P2,31974,4777,9000,2026-07-16
2026-07-20,CD-SP,P3,8090,1215,0,2026-07-16
2026-07-20,CD-SP,P4,10113,1866,0,2026-07-16
2026-07-20,CD-SP,P5,3468,704,4500,2026-07-12
2026-07-20,CD-PR,P1,31616,3550,700,2026-07-17
2026-07-20,CD-PR,P2,19568,2168,0,2026-07-17
2026-07-20,CD-PR,P3,5213,551,0,2026-07-17
2026-07-20,CD-PR,P4,6984,847,0,2026-07-10
2026-07-20,CD-PR,P5,2037,319,1000,2026-07-14
2026-07-20,CD-GO,P1,25252,2728,0,2026-07-18
2026-07-20,CD-GO,P2,12182,1666,4050,2026-07-18
2026-07-20,CD-GO,P3,3341,424,0,2026-07-11
2026-07-20,CD-GO,P4,6483,651,0,2026-07-11
2026-07-20,CD-GO,P5,3147,245,0,2026-07-19
2026-07-20,CD-PE,P1,46702,3779,0,2026-07-16
2026-07-20,CD-PE,P2,28818,2308,0,2026-07-16
2026-07-20,CD-PE,P3,5527,587,0,2026-07-13
2026-07-20,CD-PE,P4,12087,902,0,2026-07-13
2026-07-20,CD-PE,P5,4945,340,0,2026-07-16
2026-07-21,CD-SP,P1,37791,7821,25200,2026-07-16
2026-07-21,CD-SP,P2,28250,4777,9000,2026-07-16
2026-07-21,CD-SP,P3,6782,1215,0,2026-07-16
2026-07-21,CD-SP,P4,8598,1866,0,2026-07-16
2026-07-21,CD-SP,P5,2795,704,4500,2026-07-12
2026-07-21,CD-PR,P1,30362,3550,0,2026-07-21
2026-07-21,CD-PR,P2,17732,2168,0,2026-07-17
2026-07-21,CD-PR,P3,4802,551,0,2026-07-17
2026-07-21,CD-PR,P4,6561,847,0,2026-07-10
2026-07-21,CD-PR,P5,2876,319,0,2026-07-21
2026-07-21,CD-GO,P1,23895,2729,0,2026-07-18
2026-07-21,CD-GO,P2,9808,1667,4050,2026-07-18
2026-07-21,CD-GO,P3,2948,424,0,2026-07-11
2026-07-21,CD-GO,P4,6078,651,0,2026-07-11
2026-07-21,CD-GO,P5,2504,245,0,2026-07-19
2026-07-21,CD-PE,P1,42672,3781,0,2026-07-16
2026-07-21,CD-PE,P2,27124,2309,0,2026-07-16
2026-07-21,CD-PE,P3,5098,587,0,2026-07-13
2026-07-21,CD-PE,P4,11295,902,0,2026-07-13
2026-07-21,CD-PE,P5,4272,340,0,2026-07-16
2026-07-22,CD-SP,P1,33019,7821,25200,2026-07-16
2026-07-22,CD-SP,P2,24766,4777,9000,2026-07-16
2026-07-22,CD-SP,P3,5972,1215,0,2026-07-16
2026-07-22,CD-SP,P4,7284,1866,0,2026-07-16
2026-07-22,CD-SP,P5,2128,704,4500,2026-07-12
2026-07-22,CD-PR,P1,25952,3550,0,2026-07-21
2026-07-22,CD-PR,P2,16364,2169,0,2026-07-17
2026-07-22,CD-PR,P3,4397,551,0,2026-07-17
2026-07-22,CD-PR,P4,6075,847,0,2026-07-10
2026-07-22,CD-PR,P5,2352,319,0,2026-07-21
2026-07-22,CD-GO,P1,22918,2729,0,2026-07-18
2026-07-22,CD-GO,P2,8470,1667,4050,2026-07-18
2026-07-22,CD-GO,P3,2618,424,0,2026-07-11
2026-07-22,CD-GO,P4,5361,651,0,2026-07-11
2026-07-22,CD-GO,P5,2492,246,0,2026-07-19
2026-07-22,CD-PE,P1,40922,3783,0,2026-07-16
2026-07-22,CD-PE,P2,25762,2311,0,2026-07-16
2026-07-22,CD-PE,P3,4723,587,0,2026-07-13
2026-07-22,CD-PE,P4,10479,903,0,2026-07-13
2026-07-22,CD-PE,P5,4129,340,0,2026-07-16
2026-07-23,CD-SP,P1,28549,7821,25200,2026-07-16
2026-07-23,CD-SP,P2,20758,4777,9000,2026-07-16
2026-07-23,CD-SP,P3,5126,1215,0,2026-07-16
2026-07-23,CD-SP,P4,5589,1866,0,2026-07-16
2026-07-23,CD-SP,P5,1955,704,4500,2026-07-12
2026-07-23,CD-PR,P1,24052,3551,0,2026-07-21
2026-07-23,CD-PR,P2,15144,2169,0,2026-07-17
2026-07-23,CD-PR,P3,4286,551,0,2026-07-17
2026-07-23,CD-PR,P4,5283,847,0,2026-07-10
2026-07-23,CD-PR,P5,2191,319,0,2026-07-21
2026-07-23,CD-GO,P1,21102,2730,0,2026-07-18
2026-07-23,CD-GO,P2,12336,1668,0,2026-07-23
2026-07-23,CD-GO,P3,2432,424,0,2026-07-11
2026-07-23,CD-GO,P4,5187,651,0,2026-07-11
2026-07-23,CD-GO,P5,2480,246,0,2026-07-19
2026-07-23,CD-PE,P1,38944,3784,0,2026-07-16
2026-07-23,CD-PE,P2,23938,2311,0,2026-07-16
2026-07-23,CD-PE,P3,4582,588,0,2026-07-13
2026-07-23,CD-PE,P4,10050,903,0,2026-07-13
2026-07-23,CD-PE,P5,4111,340,0,2026-07-16
2026-07-24,CD-SP,P1,25672,7821,25200,2026-07-16
2026-07-24,CD-SP,P2,18454,4777,9000,2026-07-16
2026-07-24,CD-SP,P3,4505,1215,0,2026-07-16
2026-07-24,CD-SP,P4,4539,1866,0,2026-07-16
2026-07-24,CD-SP,P5,1800,704,4500,2026-07-12
2026-07-24,CD-PR,P1,22272,3551,0,2026-07-21
2026-07-24,CD-PR,P2,13936,2169,0,2026-07-17
2026-07-24,CD-PR,P3,3893,552,0,2026-07-17
2026-07-24,CD-PR,P4,4878,847,0,2026-07-10
2026-07-24,CD-PR,P5,1536,319,0,2026-07-21
2026-07-24,CD-GO,P1,20119,2731,0,2026-07-18
2026-07-24,CD-GO,P2,11838,1668,0,2026-07-23
2026-07-24,CD-GO,P3,2420,424,0,2026-07-11
2026-07-24,CD-GO,P4,4863,652,0,2026-07-11
2026-07-24,CD-GO,P5,1843,246,0,2026-07-19
2026-07-24,CD-PE,P1,37092,3786,0,2026-07-16
2026-07-24,CD-PE,P2,22718,2312,0,2026-07-16
2026-07-24,CD-PE,P3,3877,588,0,2026-07-13
2026-07-24,CD-PE,P4,9264,903,0,2026-07-13
2026-07-24,CD-PE,P5,4105,341,0,2026-07-16
2026-07-25,CD-SP,P1,25672,7821,25200,2026-07-16
2026-07-25,CD-SP,P2,18454,4777,9000,2026-07-16
2026-07-25,CD-SP,P3,4205,1215,0,2026-07-16
2026-07-25,CD-SP,P4,4479,1866,0,2026-07-16
2026-07-25,CD-SP,P5,1800,704,4500,2026-07-12
2026-07-25,CD-PR,P1,22194,3551,0,2026-07-21
2026-07-25,CD-PR,P2,13936,2169,0,2026-07-17
2026-07-25,CD-PR,P3,3893,552,0,2026-07-17
2026-07-25,CD-PR,P4,4878,848,0,2026-07-10
2026-07-25,CD-PR,P5,1536,319,0,2026-07-21
2026-07-25,CD-GO,P1,20119,2731,0,2026-07-18
2026-07-25,CD-GO,P2,11838,1668,0,2026-07-23
2026-07-25,CD-GO,P3,2420,424,0,2026-07-11
2026-07-25,CD-GO,P4,4863,652,0,2026-07-11
2026-07-25,CD-GO,P5,1843,246,0,2026-07-19
2026-07-25,CD-PE,P1,37092,3787,0,2026-07-16
2026-07-25,CD-PE,P2,22718,2313,0,2026-07-16
2026-07-25,CD-PE,P3,3877,588,0,2026-07-13
2026-07-25,CD-PE,P4,9264,904,0,2026-07-13
2026-07-25,CD-PE,P5,4105,341,0,2026-07-16
2026-07-26,CD-SP,P1,25672,7821,25200,2026-07-16
2026-07-26,CD-SP,P2,27454,4777,0,2026-07-26
2026-07-26,CD-SP,P3,4205,1215,0,2026-07-16
2026-07-26,CD-SP,P4,4479,1866,0,2026-07-16
2026-07-26,CD-SP,P5,6300,704,0,2026-07-26
2026-07-26,CD-PR,P1,22194,3551,0,2026-07-21
2026-07-26,CD-PR,P2,13936,2169,0,2026-07-17
2026-07-26,CD-PR,P3,3893,552,0,2026-07-17
2026-07-26,CD-PR,P4,4878,848,0,2026-07-10
2026-07-26,CD-PR,P5,1536,319,0,2026-07-21
2026-07-26,CD-GO,P1,20119,2731,0,2026-07-18
2026-07-26,CD-GO,P2,11838,1668,0,2026-07-23
2026-07-26,CD-GO,P3,2420,424,0,2026-07-11
2026-07-26,CD-GO,P4,4863,652,0,2026-07-11
2026-07-26,CD-GO,P5,1843,246,0,2026-07-19
2026-07-26,CD-PE,P1,37092,3787,0,2026-07-16
2026-07-26,CD-PE,P2,22718,2313,0,2026-07-16
2026-07-26,CD-PE,P3,3877,588,0,2026-07-13
2026-07-26,CD-PE,P4,9264,904,0,2026-07-13
2026-07-26,CD-PE,P5,4105,341,0,2026-07-16
2026-07-27,CD-SP,P1,20189,7821,25200,2026-07-16
2026-07-27,CD-SP,P2,25582,4777,0,2026-07-26
2026-07-27,CD-SP,P3,3671,1215,0,2026-07-16
2026-07-27,CD-SP,P4,3264,1866,0,2026-07-16
2026-07-27,CD-SP,P5,5109,704,0,2026-07-26
2026-07-27,CD-PR,P1,19678,3551,0,2026-07-21
2026-07-27,CD-PR,P2,12124,2169,0,2026-07-17
2026-07-27,CD-PR,P3,3539,552,0,2026-07-17
2026-07-27,CD-PR,P4,4425,848,0,2026-07-10
2026-07-27,CD-PR,P5,1524,319,0,2026-07-21
2026-07-27,CD-GO,P1,18424,2731,0,2026-07-18
2026-07-27,CD-GO,P2,11192,1668,0,2026-07-23
2026-07-27,CD-GO,P3,2315,424,0,2026-07-11
2026-07-27,CD-GO,P4,4458,652,0,2026-07-11
2026-07-27,CD-GO,P5,1819,246,0,2026-07-19
2026-07-27,CD-PE,P1,34492,3787,0,2026-07-16
2026-07-27,CD-PE,P2,20894,2313,0,2026-07-16
2026-07-27,CD-PE,P3,3760,588,0,2026-07-13
2026-07-27,CD-PE,P4,8478,904,0,2026-07-13
2026-07-27,CD-PE,P5,3456,341,0,2026-07-16
2026-07-28,CD-SP,P1,13330,7821,25200,2026-07-16
2026-07-28,CD-SP,P2,22738,4777,0,2026-07-26
2026-07-28,CD-SP,P3,2543,1215,0,2026-07-16
2026-07-28,CD-SP,P4,1251,1866,0,2026-07-16
2026-07-28,CD-SP,P5,4930,704,0,2026-07-26
2026-07-28,CD-PR,P1,17519,3552,0,2026-07-21
2026-07-28,CD-PR,P2,10294,2169,0,2026-07-17
2026-07-28,CD-PR,P3,2942,552,0,2026-07-17
2026-07-28,CD-PR,P4,3264,848,0,2026-07-10
2026-07-28,CD-PR,P5,1518,320,0,2026-07-21
2026-07-28,CD-GO,P1,17097,2732,0,2026-07-18
2026-07-28,CD-GO,P2,9748,1669,0,2026-07-23
2026-07-28,CD-GO,P3,1979,424,0,2026-07-11
2026-07-28,CD-GO,P4,4296,652,0,2026-07-11
2026-07-28,CD-GO,P5,1640,246,0,2026-07-19
2026-07-28,CD-PE,P1,32411,3789,0,2026-07-16
2026-07-28,CD-PE,P2,19964,2314,0,2026-07-16
2026-07-28,CD-PE,P3,3250,588,0,2026-07-13
2026-07-28,CD-PE,P4,8373,904,0,2026-07-13
2026-07-28,CD-PE,P5,3444,341,0,2026-07-16
